Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
IBM Corporation$IBM System x3250 M4 (Intel Pentium G870, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$44.4$45.2$Sep-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R, ECC, running at 1066 MHz and CL7)
IBM Corporation$IBM System x3250 M4 (Intel Pentium G860T, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$38.8$39.5$Sep-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Pentium G640T, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$35.3$36.0$Sep-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Pentium G640, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$39.7$40.4$Mar-2011$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Celeron G550, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$36.8$37.5$Jul-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3850 X5 (Intel Xeon E7-4860, 2.27 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$4$10$2$52.1$55.7$Mar-2011$Intel Xeon X5672$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4620, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$60.4$64.3$Feb-2011$Intel Xeon X5675$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4650L, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$71.0$75.8$Jul-2012$Intel Pentium 1403$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$5 MB I+D on chip per chip$48 GB (6 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3300 M4 (Intel Xeon E5-2407, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$49.1$51.2$Jul-2012$Intel Pentium 1407$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$5 MB I+D on chip per chip$48 GB (6 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3300 M4 (Intel Xeon E5-2403, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$42.5$44.2$Jul-2012$Intel Xeon E5-1410$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$48 GB (6 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3300 M4 (Intel Xeon E5-1410 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$62.5$64.2$May-2014$Intel Xeon E5-2403 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3300 M4 (Intel Pentium 1407, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$44.5$45.4$Jul-2012$Intel Xeon E5-2403$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3300 M4 (Intel Pentium 1403, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$42.1$43.0$May-2014$Intel Xeon E5-2407 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3100 M4 (Intel Pentium G540T, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$31.3$31.9$Jul-2012$Intel Xeon E5-2407$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3250 M4 (Intel Pentium G540T, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$31.2$31.8$Jun-2014$Intel Xeon E5-2418L v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3750 M4 (Intel Xeon E5-4640, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$65.6$70.0$Jun-2014$Intel Xeon E5-2420 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2648L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$56.3$59.8$Jul-2012$Intel Xeon E5-2420$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2658)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$63.2$67.0$Jun-2014$Intel Xeon E5-2428L v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2648L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$56.3$59.8$Mar-2014$Intel Xeon E5-2430 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2658)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$64.3$68.1$Jul-2012$Intel Xeon E5-2430$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2648L)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$56.0$59.5$Mar-2014$Intel Xeon E5-2430L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2658)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$64.5$67.9$Jul-2012$Intel Xeon E5-2430L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3100 M4 (Intel Core i3-3240, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$54.2$55.4$Mar-2014$Intel Xeon E5-2440 v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3100 M4 (Intel Core i3-3220, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$53.1$54.3$Jun-2012$Intel Xeon E5-2440$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3100 M4 (Intel Core i3-3240T, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$48.5$49.5$Jul-2014$Intel Xeon E5-2448L v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3100 M4 (Intel Core i3-3220T, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$47.2$48.2$Feb-2014$Intel Xeon E5-2450 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3100 M4 (Intel Pentium G2120, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$47.9$48.8$Jun-2012$Intel Xeon E5-2450$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3100 M4 (Intel Pentium G2100T, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$41.7$42.5$Mar-2014$Intel Xeon E5-2450L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Core i3-3240, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$54.2$55.4$Jul-2012$Intel Xeon E5-2450L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Core i3-3220, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$53.2$54.3$Jan-2014$Intel Xeon E5-2470 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Core i3-3240T, 2.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$48.3$49.4$May-2012$Intel Xeon E5-2470$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3250 M4 (Intel Core i3-3220T, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$47.3$48.3$Jan-2008$Intel Xeon E5205$1866$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3250 M4 (Intel Pentium G2120, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$47.8$48.8$Sep-2007$Intel Xeon E5310$1600$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3250 M4 (Intel Pentium G2100T, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$41.7$42.5$Feb-2008$Intel Xeon E5320$1866$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$89.5$94.8$Feb-2008$Intel Xeon E5335$2000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2470, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$72.9$76.7$Jan-2007$Intel Xeon E5335$2000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$8 GB (8 x 1GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2403, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$42.5$44.4$Sep-2007$Intel Xeon E5345$2333$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2GB DRR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2450L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$57.0$60.4$Dec-2007$Intel Xeon E5405$1995$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$83.9$88.0$Dec-2007$Intel Xeon E5420$2493$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$82.8$87.5$Dec-2007$Intel Xeon E5430$2667$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2450, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$68.4$72.1$Jan-2008$Intel Xeon E5440$2826$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2407, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$49.4$51.2$Oct-2008$Intel Xeon L5410$2333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2420, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$56.3$59.2$Oct-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3100 M4 (Intel Xeon E3-1220L v2, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$53.4$54.8$Sep-2008$Intel Xeon X5270$3500$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3250 M4 (Intel Xeon E3-1220L v2, 2.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$2$53.3$54.7$Aug-2007$Intel Xeon X5355$2667$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2GB DRR2-5300F ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$82.5$85.6$Sep-2007$Intel Xeon X5365$3000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$16 GB (8 x 2GB DRR2-5300F ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$82.1$84.4$Jan-2008$Intel Xeon X5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$92.2$96.7$Nov-2007$Intel Xeon X5460$3158$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2428L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$48.4$51.0$Sep-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$16 GB (8 x 2 GB DDR2-5300F ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2418L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$49.3$51.4$Jul-2009$Intel Xeon E5502$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2430, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$62.1$65.2$Jul-2009$Intel Xeon E5504$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2448L, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$52.6$55.8$Jan-2010$Intel Xeon E5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R-ECC)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2440, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$65.8$69.1$Jun-2009$Intel Xeon E5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM Flex System x222 (Intel Xeon E5-2430L, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$58.8$61.8$May-2009$Intel Xeon E5540$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2603 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$50.3$51.8$Jul-2009$Intel Xeon L5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 800 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2609 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$65.6$67.5$Jun-2009$Intel Xeon L5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (12 x 2 GB PC3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$85.0$89.3$Sep-2009$Intel Xeon L5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB(6 x 4 GB DDR3-10600R, 2 Rank, running at 1066 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2667 v2, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$105$110$Jun-2009$Intel Xeon X5550$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R)
IBM Corporation$IBM System x3650 M4 HD (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$82.6$85.9$May-2009$Intel Xeon X5560$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R)
IBM Corporation$IBM System x3650 M4 HD (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$91.6$95.9$Mar-2009$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$12 GB (6 x 2 GB PC3-10600R)
IBM Corporation$IBM System x3650 M4 HD (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$83.9$88.2$Jun-2010$Intel Xeon E5503$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3650 M4 HD (Intel Xeon E5-2667 v2, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$105$109$Jul-2010$Intel Xeon E5504$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2640 v2, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$73.0$76.1$Jun-2010$Intel Xeon E5506$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3650 M4 HD (Intel Xeon E5-2603 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$50.3$51.8$Jul-2010$Intel Xeon E5507$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3650 M4 HD (Intel Xeon E5-2609 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$65.6$67.5$Jul-2010$Intel Xeon E5520$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3250 M5 (Intel Xeon E3-1220 v3, 3.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$70.2$71.2$Jul-2010$Intel Xeon E5530$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3250 M5 (Intel Xeon E3-1280 v3, 3.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$76.6$77.7$Jul-2010$Intel Xeon E5540$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2620 v2, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$72.1$75.0$Apr-2011$Intel Xeon E5603$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$92.3$96.7$Apr-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2620 v2, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$72.0$74.9$Apr-2011$Intel Xeon E5607$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2603 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$50.3$51.8$Jun-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
