Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2660, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$45.5$48.7$Apr-2010$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2665, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$46.9$50.2$Apr-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2667, 2.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$50.6$54.0$Apr-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2670, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$49.6$53.1$Mar-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2680, 2.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$52.2$56.1$Mar-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2609, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.7$36.4$May-2010$Intel Xeon L5609$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2620, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$36.7$39.0$Apr-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2630, 2.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$41.0$43.5$Jun-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2603, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.7$27.9$Mar-2011$Intel Xeon X5647$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX250 S1, Intel Xeon E5-2690, 2.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$55.7$60.4$Jun-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2603, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.7$27.9$Jun-2010$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2609, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$34.7$36.4$May-2010$Intel Xeon X5667$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2620, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$36.7$39.0$Jun-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2630, 2.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$41.0$43.5$Mar-2011$Intel Xeon X5675$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2630L, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$37.1$39.4$May-2010$Intel Xeon X5677$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2637, 3.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$45.0$47.5$Jun-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12x4 GB PC3-10600R, 2 rank, CL9-9-9, ECC, see add'l detail in notes)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2640, 2.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$43.9$46.7$Mar-2011$Intel Xeon X5687$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2643, 3.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$49.3$52.0$Mar-2011$Intel Xeon X5690$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2650, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$41.9$45.3$Jan-2012$Intel Xeon E5-2603$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2650L, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.0$37.5$Jan-2012$Intel Xeon E5-2609$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1067 MHz and CL7)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2660, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$45.5$48.7$Jan-2012$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2665, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$46.9$50.2$Jan-2012$Intel Xeon E5-2630$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2667, 2.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$50.6$54.0$Feb-2012$Intel Xeon E5-2630L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2670, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$49.6$53.1$Mar-2012$Intel Xeon E5-2637$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$5 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2680, 2.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$52.2$56.1$Jan-2012$Intel Xeon E5-2640$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY CX270 S1, Intel Xeon E5-2690, 2.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$55.7$60.4$Feb-2012$Intel Xeon E5-2643$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4603, 2.00 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$4$4$1$29.7$31.3$Dec-2011$Intel Xeon E5-2650$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4607, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$4$6$1$32.7$34.4$Feb-2012$Intel Xeon E5-2650L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4610, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$4$6$1$42.4$45.2$Dec-2011$Intel Xeon E5-2660$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4617, 2.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$4$6$1$49.1$52.3$Feb-2012$Intel Xeon E5-2665$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4620, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$1$39.6$42.4$Feb-2012$Intel Xeon E5-2667$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4640, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$1$42.3$45.4$Jan-2012$Intel Xeon E5-2670$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4650, 2.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$1$50.3$54.1$Feb-2012$Intel Xeon E5-2680$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX500 S7, Intel Xeon E5-4650L, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$1$46.5$50.1$Mar-2012$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2440, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$1$6$1$41.2$43.9$Sep-2013$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2450, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$1$8$1$42.7$45.7$Sep-2013$Intel Xeon E5-2609 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY TX150 S8, Intel Pentium 1403, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$32.9$34.8$Sep-2013$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-1410, 2.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$43.4$46.0$Oct-2013$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2403, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$25.6$26.9$Oct-2013$Intel Xeon E5-2630L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2407, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$30.8$32.4$Sep-2013$Intel Xeon E5-2637 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2420, 1.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$1$6$1$34.4$36.6$Sep-2013$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2430, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$1$6$1$38.5$40.9$Sep-2013$Intel Xeon E5-2643 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX150 S8, Intel Xeon E5-2430L, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$6$1$6$1$35.8$38.2$Sep-2013$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2403, 1.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$26.6$28.0$Sep-2013$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2407, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$32.1$33.8$Sep-2013$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2420, 1.90 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$35.2$37.5$Sep-2013$Intel Xeon E5-2667 v2$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2430, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$39.5$42.4$Oct-2013$Intel Xeon E5-2670 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2430L, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$36.8$39.3$Sep-2013$Intel Xeon E5-2680 v2$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2440, 2.40 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$42.2$45.1$Sep-2013$Intel Xeon E5-2690 v2$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2450, 2.10 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$43.7$47.0$Sep-2013$Intel Xeon E5-2695 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$PRIMERGY TX200 S7, Intel Xeon E5-2470, 2.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$46.7$50.2$Oct-2013$Intel Xeon E5-2697 v2$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu$CELSIUS C620 (Intel Xeon E3-1280 v2)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$54.6$58.0$Jan-2014$Intel Xeon E5-2403 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY RX100 S7p, Intel Core i3-3220, 3.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$41.7$44.1$Jan-2014$Intel Xeon E5-2407 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu$PRIMERGY TX120 S3p, Intel Pentium G640, 2.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$34.3$36.0$Jan-2014$Intel Xeon E5-2420 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX120 S3p, Intel Core i3-3220, 3.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$42.0$44.3$Jan-2014$Intel Xeon E5-2430 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX120 S3p, Intel Celeron G550, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$31.0$32.6$Jan-2014$Intel Xeon E5-2430L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX140 S1p, Intel Core i3-3220, 3.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$42.0$44.3$Jan-2014$Intel Xeon E5-2440 v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX100 S3p, Intel Celeron G550, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$31.4$33.0$Jan-2014$Intel Xeon E5-2450 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX100 S3p, Intel Pentium G640, 2.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$34.5$36.3$Jan-2014$Intel Xeon E5-2450L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY TX100 S3p, Intel Core i3-3220, 3.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$42.3$44.6$Feb-2014$Intel Xeon E5-2470 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$192 GB (12 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2667 v2, 3.30 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$62.1$66.9$Mar-2015$Intel Xeon E5-2603 v3$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1600 MHz)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2643 v2, 3.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$59.2$63.2$Apr-2015$Intel Xeon E5-2609 v3$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1600 MHz)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2650L v2, 1.70 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$34.5$36.8$Feb-2015$Intel Xeon E5-2620 v3$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2650 v2, 2.60 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$52.6$56.6$Mar-2015$Intel Xeon E5-2623 v3$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2660 v2, 2.20 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$48.0$51.9$Feb-2015$Intel Xeon E5-2630 v3$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2670 v2, 2.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$53.0$57.0$Mar-2015$Intel Xeon E5-2630L v3$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2680 v2, 2.80 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$56.9$61.7$Mar-2015$Intel Xeon E5-2637 v3$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Fujitsu$PRIMERGY RX350 S8, Intel Xeon E5-2690 v2, 3.00 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$57.5$61.9$Mar-2015$Intel Xeon E5-2640 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
